target,suite,task,trial,temperature,status,time_s,completion_tokens,failure_note
qwen35,ceval,ring,2,0.7,compile_error,2.4,248,"solution.c:10:14: error: use of undeclared identifier 'NULL'
   10 |     if (r == NULL) return;
    "
qwen35,ceval,rot13,0,0.0,pass,1.34,125,
qwen35,ceval,rot13,1,0.7,pass,1.2,120,
qwen35,ceval,rot13,2,0.7,pass,1.25,120,
qwen35,ceval,stack,0,0.0,pass,1.79,161,"solution.c:26:16: error: use of undeclared identifier 'NULL'
   26 |     if (out != NULL) {
      | "
qwen35,ceval,stack,1,0.7,compile_error,1.86,184,"solution.c:26:16: error: use of undeclared identifier 'NULL'
   26 |     if (out != NULL) {
      | "
qwen35,ceval,stack,2,0.7,pass,2.19,193,"solution.c:26:16: error: use of undeclared identifier 'NULL'
   26 |     if (out != NULL) {
      | "
qwen35,ceval,trim,0,0.0,pass,1.72,157,"FAIL trim(""  hello  "")=""hell"" want ""hello"""
qwen35,ceval,trim,1,0.7,pass,2.08,199,"FAIL trim(""  hello  "")=""hell"" want ""hello"""
qwen35,ceval,trim,2,0.7,wrong_answer,1.75,173,"FAIL trim(""  hello  "")=""hell"" want ""hello"""
qwen35,chard,csv_field,0,0.0,compile_error,10.41,1024,solution.c:1:1: error: expected identifier or '('
qwen35,chard,csv_field,1,0.7,compile_error,10.0,1024,solution.c:1:1: error: expected identifier or '('
qwen35,chard,csv_field,2,0.7,wrong_answer,4.31,439,solution.c:1:1: error: expected identifier or '('
qwen35,chard,glob_match,0,0.0,pass,3.63,176,solution.c:6:24: error: use of undeclared identifier 'NULL'
qwen35,chard,glob_match,1,0.7,pass,2.4,266,solution.c:6:24: error: use of undeclared identifier 'NULL'
qwen35,chard,glob_match,2,0.7,compile_error,1.81,198,solution.c:6:24: error: use of undeclared identifier 'NULL'
qwen35,chard,rpn_eval,0,0.0,pass,4.38,465,
qwen35,chard,rpn_eval,1,0.7,pass,3.4,365,
qwen35,chard,rpn_eval,2,0.7,pass,3.2,327,
qwen35,pyhard,json_diff,0,0.0,fail,3.14,259,AssertionError
qwen35,pyhard,json_diff,1,0.7,fail,3.42,284,AssertionError
qwen35,pyhard,json_diff,2,0.7,fail,3.41,300,AssertionError
qwen35,pyhard,lru_cache,0,0.0,pass,1.87,161,
qwen35,pyhard,lru_cache,1,0.7,pass,1.62,158,
qwen35,pyhard,lru_cache,2,0.7,pass,1.85,162,
qwen35,pyhard,topological_sort,0,0.0,pass,3.22,310,
qwen35,pyhard,topological_sort,1,0.7,pass,2.99,294,
qwen35,pyhard,topological_sort,2,0.7,pass,2.92,289,
qwen35,python,csv_column_sum,0,0.0,fail,1.1,95,TypeError: '<' not supported between instances of 'str' and 'int'
qwen35,python,csv_column_sum,1,0.7,fail,1.28,128,TypeError: '<' not supported between instances of 'str' and 'int'
qwen35,python,csv_column_sum,2,0.7,pass,0.88,84,TypeError: '<' not supported between instances of 'str' and 'int'
qwen35,python,deep_get,0,0.0,pass,0.83,67,
qwen35,python,deep_get,1,0.7,pass,0.73,67,
qwen35,python,deep_get,2,0.7,pass,0.67,62,
qwen35,python,flatten,0,0.0,pass,2.26,24,
qwen35,python,flatten,1,0.7,pass,0.34,26,
qwen35,python,flatten,2,0.7,pass,0.31,24,
qwen35,python,is_valid_ipv4,0,0.0,pass,1.25,121,
qwen35,python,is_valid_ipv4,1,0.7,pass,1.21,130,
qwen35,python,is_valid_ipv4,2,0.7,pass,0.98,104,
qwen35,python,merge_intervals,0,0.0,pass,1.62,160,
qwen35,python,merge_intervals,1,0.7,pass,1.03,108,
qwen35,python,merge_intervals,2,0.7,pass,1.27,138,
qwen35,python,parse_json_safely,0,0.0,pass,0.56,43,
qwen35,python,parse_json_safely,1,0.7,pass,0.5,46,
qwen35,python,parse_json_safely,2,0.7,pass,0.49,45,
qwen35,python,run_length_encode,0,0.0,pass,1.12,107,
qwen35,python,run_length_encode,1,0.7,pass,1.04,107,
qwen35,python,run_length_encode,2,0.7,pass,1.08,107,
qwen35,python,top_k_words,0,0.0,pass,0.96,88,
qwen35,python,top_k_words,1,0.7,pass,0.88,92,
qwen35,python,top_k_words,2,0.7,pass,0.87,90,
qwen35,research,rhel10_nfs,0,0.0,pass,6.99,359,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
qwen35,research,rhel10_nfs,1,0.7,pass,4.24,346,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
qwen35,research,rhel10_nfs,2,0.7,pass,5.13,407,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
qwen35,shhard,backup_rotate,0,0.0,pass,2.56,201,
qwen35,shhard,backup_rotate,1,0.7,pass,2.48,231,
qwen35,shhard,backup_rotate,2,0.7,pass,2.08,186,
qwen35,shhard,find_dupes,0,0.0,pass,4.22,376,FAIL got:
qwen35,shhard,find_dupes,1,0.7,fail,5.86,545,FAIL got:
qwen35,shhard,find_dupes,2,0.7,fail,7.32,667,FAIL got:
qwen35,shhard,top_errors,0,0.0,fail,12.29,1024,test.sh: line 12: top_errors: command not found
qwen35,shhard,top_errors,1,0.7,fail,1.92,156,test.sh: line 12: top_errors: command not found
qwen35,shhard,top_errors,2,0.7,fail,1.66,147,test.sh: line 12: top_errors: command not found
qwen35-122b,bash,count_matches,0,0.0,fail,1.33,48,FAIL count zzz
qwen35-122b,bash,count_matches,1,0.7,fail,1.38,48,FAIL count zzz
qwen35-122b,bash,count_matches,2,0.7,fail,1.34,48,FAIL count zzz
qwen35-122b,bash,csv_col,0,0.0,pass,5.49,238,
qwen35-122b,bash,csv_col,1,0.7,pass,3.91,163,
qwen35-122b,bash,csv_col,2,0.7,pass,3.99,163,
qwen35-122b,bash,extract_urls,0,0.0,fail,0.99,29,https://c.net
qwen35-122b,bash,extract_urls,1,0.7,fail,1.04,32,https://c.net
qwen35-122b,bash,extract_urls,2,0.7,fail,1.05,32,https://c.net
qwen35-122b,bash,json_get,0,0.0,pass,1.79,69,
qwen35-122b,bash,json_get,1,0.7,pass,1.63,61,
qwen35-122b,bash,json_get,2,0.7,pass,1.62,61,
qwen35-122b,bash,largest_file,0,0.0,fail,1.48,57,find: -printf: unknown primary or operator
qwen35-122b,bash,largest_file,1,0.7,pass,4.06,172,find: -printf: unknown primary or operator
qwen35-122b,bash,largest_file,2,0.7,pass,4.27,172,find: -printf: unknown primary or operator
qwen35-122b,bash,retry3,0,0.0,pass,2.4,95,
qwen35-122b,bash,retry3,1,0.7,pass,2.5,95,
qwen35-122b,bash,retry3,2,0.7,pass,2.41,95,
qwen35-122b,bash,rotate,0,0.0,pass,2.55,103,
qwen35-122b,bash,rotate,1,0.7,pass,2.74,103,
qwen35-122b,bash,rotate,2,0.7,pass,2.61,103,
qwen35-122b,bash,sum_stdin,0,0.0,pass,1.69,65,
qwen35-122b,bash,sum_stdin,1,0.7,pass,1.53,58,
qwen35-122b,bash,sum_stdin,2,0.7,pass,1.53,58,
qwen35-122b,brutal-bash,csv_to_tsv,0,0.0,fail,69.75,2732, tab\tinside	y	5
qwen35-122b,brutal-bash,csv_to_tsv,1,0.7,fail,16.77,569, tab\tinside	y	5
qwen35-122b,brutal-bash,csv_to_tsv,2,0.7,fail,15.54,569, tab\tinside	y	5
qwen35-122b,brutal-bash,total_size,0,0.0,pass,6.56,235,
qwen35-122b,brutal-bash,total_size,1,0.7,pass,7.36,212,
qwen35-122b,brutal-bash,total_size,2,0.7,pass,6.9,212,
qwen35-122b,brutal-c,arena_alloc,0,0.0,wrong_answer,28.18,1127,FAIL free blocks were never merged
qwen35-122b,brutal-c,arena_alloc,1,0.7,compile_error,66.17,2506,FAIL free blocks were never merged
qwen35-122b,brutal-c,arena_alloc,2,0.7,compile_error,66.87,2506,FAIL free blocks were never merged
qwen35-122b,brutal-c,utf8_next,0,0.0,compile_error,21.48,823,"solution.c:3:39: error: unknown type name 'size_t'
    3 | int utf8_next(const unsigned char *s, siz"
qwen35-122b,brutal-c,utf8_next,1,0.7,compile_error,23.28,888,"solution.c:3:39: error: unknown type name 'size_t'
    3 | int utf8_next(const unsigned char *s, siz"
qwen35-122b,brutal-c,utf8_next,2,0.7,compile_error,23.94,888,"solution.c:3:39: error: unknown type name 'size_t'
    3 | int utf8_next(const unsigned char *s, siz"
qwen35-122b,brutal-python,clone_graph,0,0.0,pass,8.14,298,
qwen35-122b,brutal-python,clone_graph,1,0.7,pass,10.57,375,
qwen35-122b,brutal-python,clone_graph,2,0.7,pass,10.16,375,
qwen35-122b,brutal-python,path_glob,0,0.0,pass,15.13,571,AssertionError
qwen35-122b,brutal-python,path_glob,1,0.7,fail,44.28,1678,AssertionError
qwen35-122b,brutal-python,path_glob,2,0.7,fail,44.91,1678,AssertionError
qwen35-122b,ceval,atoi_strict,0,0.0,compile_error,7.83,350,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || out == NULL"
qwen35-122b,ceval,atoi_strict,1,0.7,compile_error,5.45,234,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || out == NULL"
qwen35-122b,ceval,atoi_strict,2,0.7,compile_error,5.53,234,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL || out == NULL"
qwen35-122b,ceval,binary_search,0,0.0,pass,3.17,130,
qwen35-122b,ceval,binary_search,1,0.7,pass,3.14,130,
qwen35-122b,ceval,binary_search,2,0.7,pass,3.06,130,
qwen35-122b,ceval,bswap32,0,0.0,pass,2.76,120,
qwen35-122b,ceval,bswap32,1,0.7,pass,2.88,120,
qwen35-122b,ceval,bswap32,2,0.7,pass,2.89,120,
qwen35-122b,ceval,cmp_desc,0,0.0,pass,1.96,80,
qwen35-122b,ceval,cmp_desc,1,0.7,pass,1.92,80,
qwen35-122b,ceval,cmp_desc,2,0.7,pass,2.06,80,
qwen35-122b,ceval,count_words,0,0.0,compile_error,3.01,131,"solution.c:7:14: error: use of undeclared identifier 'NULL'
    7 |     if (s == NULL) {
      |    "
qwen35-122b,ceval,count_words,1,0.7,compile_error,3.2,131,"solution.c:7:14: error: use of undeclared identifier 'NULL'
    7 |     if (s == NULL) {
      |    "
qwen35-122b,ceval,count_words,2,0.7,compile_error,3.3,131,"solution.c:7:14: error: use of undeclared identifier 'NULL'
    7 |     if (s == NULL) {
      |    "
qwen35-122b,ceval,fizzbuzz,0,0.0,pass,2.79,119,
qwen35-122b,ceval,fizzbuzz,1,0.7,pass,2.9,120,
qwen35-122b,ceval,fizzbuzz,2,0.7,pass,2.99,120,
qwen35-122b,ceval,is_prime,0,0.0,pass,3.44,133,
qwen35-122b,ceval,is_prime,1,0.7,pass,3.63,153,
qwen35-122b,ceval,is_prime,2,0.7,pass,3.56,153,
qwen35-122b,ceval,itoa,0,0.0,pass,7.95,354,
qwen35-122b,ceval,itoa,1,0.7,pass,9.03,396,
qwen35-122b,ceval,itoa,2,0.7,pass,9.23,396,
qwen35-122b,ceval,max_subarray,0,0.0,pass,3.12,125,
qwen35-122b,ceval,max_subarray,1,0.7,pass,3.1,128,
qwen35-122b,ceval,max_subarray,2,0.7,pass,3.02,128,
qwen35-122b,ceval,parse_csv_ints,0,0.0,pass,5.68,246,
qwen35-122b,ceval,parse_csv_ints,1,0.7,pass,7.57,339,
qwen35-122b,ceval,parse_csv_ints,2,0.7,pass,7.76,339,
qwen35-122b,ceval,popcount,0,0.0,pass,1.4,58,
qwen35-122b,ceval,popcount,1,0.7,pass,1.49,58,
qwen35-122b,ceval,popcount,2,0.7,pass,1.47,58,
qwen35-122b,ceval,reverse_string,0,0.0,pass,2.87,118,
qwen35-122b,ceval,reverse_string,1,0.7,pass,2.95,118,
qwen35-122b,ceval,reverse_string,2,0.7,pass,2.96,118,
qwen35-122b,ceval,ring,0,0.0,pass,4.94,209,
qwen35-122b,ceval,ring,1,0.7,pass,5.03,209,
qwen35-122b,ceval,ring,2,0.7,pass,4.86,209,
qwen35-122b,ceval,rot13,0,0.0,pass,2.3,99,
qwen35-122b,ceval,rot13,1,0.7,pass,2.46,95,
qwen35-122b,ceval,rot13,2,0.7,pass,2.29,95,
qwen35-122b,ceval,stack,0,0.0,pass,4.28,161,
qwen35-122b,ceval,stack,1,0.7,pass,4.24,161,
qwen35-122b,ceval,stack,2,0.7,pass,4.05,161,
qwen35-122b,ceval,trim,0,0.0,compile_error,4.25,187,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL) return;
     "
qwen35-122b,ceval,trim,1,0.7,compile_error,5.14,198,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL) return;
     "
qwen35-122b,ceval,trim,2,0.7,compile_error,4.6,198,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL) return;
     "
qwen35-122b,chard,csv_field,0,0.0,wrong_answer,11.69,526,"FAIL csv_field(""one,two"", 5) = ""two"" (-1), want """" (-1)"
qwen35-122b,chard,csv_field,1,0.7,truncated,23.59,1024,"FAIL csv_field(""one,two"", 5) = ""two"" (-1), want """" (-1)"
qwen35-122b,chard,csv_field,2,0.7,truncated,24.94,1024,"FAIL csv_field(""one,two"", 5) = ""two"" (-1), want """" (-1)"
qwen35-122b,chard,glob_match,0,0.0,compile_error,5.74,246,"solution.c:6:28: error: use of undeclared identifier 'NULL'
    6 |     const char *star_pat = NULL;"
qwen35-122b,chard,glob_match,1,0.7,compile_error,5.06,213,"solution.c:6:28: error: use of undeclared identifier 'NULL'
    6 |     const char *star_pat = NULL;"
qwen35-122b,chard,glob_match,2,0.7,compile_error,5.16,213,"solution.c:6:28: error: use of undeclared identifier 'NULL'
    6 |     const char *star_pat = NULL;"
qwen35-122b,chard,rpn_eval,0,0.0,pass,7.83,324,
qwen35-122b,chard,rpn_eval,1,0.7,wrong_answer,7.32,325,
qwen35-122b,chard,rpn_eval,2,0.7,wrong_answer,7.46,325,
qwen35-122b,pyhard,json_diff,0,0.0,pass,4.92,196,
qwen35-122b,pyhard,json_diff,1,0.7,pass,5.84,251,
qwen35-122b,pyhard,json_diff,2,0.7,pass,6.07,251,
qwen35-122b,pyhard,lru_cache,0,0.0,pass,4.49,178,
qwen35-122b,pyhard,lru_cache,1,0.7,pass,4.67,179,
qwen35-122b,pyhard,lru_cache,2,0.7,pass,4.52,179,
qwen35-122b,pyhard,topological_sort,0,0.0,pass,5.76,242,
qwen35-122b,pyhard,topological_sort,1,0.7,pass,9.23,371,
qwen35-122b,pyhard,topological_sort,2,0.7,pass,9.39,371,
qwen35-122b,python,csv_column_sum,0,0.0,pass,2.02,70,
qwen35-122b,python,csv_column_sum,1,0.7,pass,2.73,110,
qwen35-122b,python,csv_column_sum,2,0.7,pass,2.74,110,
qwen35-122b,python,deep_get,0,0.0,pass,2.22,77,
qwen35-122b,python,deep_get,1,0.7,pass,2.01,71,
qwen35-122b,python,deep_get,2,0.7,pass,2.01,71,
qwen35-122b,python,flatten,0,0.0,pass,0.75,24,
qwen35-122b,python,flatten,1,0.7,pass,0.84,24,
qwen35-122b,python,flatten,2,0.7,pass,0.79,24,
qwen35-122b,python,is_valid_ipv4,0,0.0,pass,3.11,127,
qwen35-122b,python,is_valid_ipv4,1,0.7,pass,3.18,128,
qwen35-122b,python,is_valid_ipv4,2,0.7,pass,3.14,128,
qwen35-122b,python,merge_intervals,0,0.0,pass,3.82,159,
qwen35-122b,python,merge_intervals,1,0.7,pass,3.75,156,
qwen35-122b,python,merge_intervals,2,0.7,pass,4.13,156,
qwen35-122b,python,parse_json_safely,0,0.0,pass,1.16,43,
qwen35-122b,python,parse_json_safely,1,0.7,pass,1.23,43,
qwen35-122b,python,parse_json_safely,2,0.7,pass,1.24,43,
qwen35-122b,python,run_length_encode,0,0.0,pass,2.93,107,
qwen35-122b,python,run_length_encode,1,0.7,pass,3.11,107,
qwen35-122b,python,run_length_encode,2,0.7,pass,2.85,107,
qwen35-122b,python,top_k_words,0,0.0,pass,2.16,88,
qwen35-122b,python,top_k_words,1,0.7,pass,3.38,124,
qwen35-122b,python,top_k_words,2,0.7,pass,3.03,124,
qwen35-122b,research,rhel10_nfs,0,0.0,pass,11.65,492,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
qwen35-122b,research,rhel10_nfs,1,0.7,pass,11.45,458,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
qwen35-122b,research,rhel10_nfs,2,0.7,pass,11.35,458,"hits 6/7 (nfs-tls,rsize-wsize-1mb,krb5p-overhead,fs-cache,retrans-timeo,rear-ipv6) traps 0 ()"
qwen35-122b,shhard,backup_rotate,0,0.0,pass,5.42,235,
qwen35-122b,shhard,backup_rotate,1,0.7,pass,7.73,344,
qwen35-122b,shhard,backup_rotate,2,0.7,pass,7.86,344,
qwen35-122b,shhard,find_dupes,0,0.0,fail,15.43,698,test.sh: line 10: find_dupes: command not found
qwen35-122b,shhard,find_dupes,1,0.7,truncated,23.23,1024,test.sh: line 10: find_dupes: command not found
qwen35-122b,shhard,find_dupes,2,0.7,truncated,23.51,1024,test.sh: line 10: find_dupes: command not found
qwen35-122b,shhard,top_errors,0,0.0,fail,3.92,139,1 disk
qwen35-122b,shhard,top_errors,1,0.7,fail,3.55,142,1 disk
qwen35-122b,shhard,top_errors,2,0.7,fail,3.47,142,1 disk
qwen35-27b,bash,count_matches,0,0.0,pass,2.86,60,FAIL count zzz
qwen35-27b,bash,count_matches,1,0.7,fail,2.4,48,FAIL count zzz
qwen35-27b,bash,count_matches,2,0.7,fail,3.02,62,FAIL count zzz
qwen35-27b,bash,csv_col,0,0.0,pass,8.47,173,
qwen35-27b,bash,csv_col,1,0.7,pass,6.99,142,
qwen35-27b,bash,csv_col,2,0.7,pass,6.82,140,
qwen35-27b,bash,extract_urls,0,0.0,fail,1.57,30,https://c.net
qwen35-27b,bash,extract_urls,1,0.7,fail,1.58,29,https://c.net
qwen35-27b,bash,extract_urls,2,0.7,fail,2.09,37,https://c.net
qwen35-27b,bash,json_get,0,0.0,pass,2.02,37,
qwen35-27b,bash,json_get,1,0.7,pass,2.47,44,
qwen35-27b,bash,json_get,2,0.7,pass,2.01,36,
qwen35-27b,bash,largest_file,0,0.0,fail,2.63,54,FAIL got
qwen35-27b,bash,largest_file,1,0.7,fail,2.74,55,FAIL got
qwen35-27b,bash,largest_file,2,0.7,fail,2.43,49,FAIL got
qwen35-27b,bash,retry3,0,0.0,pass,4.62,96,
qwen35-27b,bash,retry3,1,0.7,pass,4.54,96,
qwen35-27b,bash,retry3,2,0.7,pass,4.55,96,
qwen35-27b,bash,rotate,0,0.0,pass,5.27,103,
qwen35-27b,bash,rotate,1,0.7,pass,5.3,103,
qwen35-27b,bash,rotate,2,0.7,pass,4.85,94,
qwen35-27b,bash,sum_stdin,0,0.0,pass,3.4,66,
qwen35-27b,bash,sum_stdin,1,0.7,pass,3.97,77,
qwen35-27b,bash,sum_stdin,2,0.7,pass,3.46,66,
qwen35-27b,brutal-bash,csv_to_tsv,0,0.0,fail,19.27,402, tab\tinside	y	5
qwen35-27b,brutal-bash,csv_to_tsv,1,0.7,fail,53.52,1089, tab\tinside	y	5
qwen35-27b,brutal-bash,csv_to_tsv,2,0.7,fail,61.9,1201, tab\tinside	y	5
qwen35-27b,brutal-bash,total_size,0,0.0,pass,7.43,143,
qwen35-27b,brutal-bash,total_size,1,0.7,pass,9.48,191,
qwen35-27b,brutal-bash,total_size,2,0.7,pass,7.38,146,
qwen35-27b,brutal-c,arena_alloc,0,0.0,truncated,190.54,4096,hit the 4096-token cap
qwen35-27b,brutal-c,arena_alloc,1,0.7,compile_error,143.08,3043,hit the 4096-token cap
qwen35-27b,brutal-c,arena_alloc,2,0.7,compile_error,169.12,3568,hit the 4096-token cap
qwen35-27b,brutal-c,utf8_next,0,0.0,pass,39.35,818,
qwen35-27b,brutal-c,utf8_next,1,0.7,pass,41.67,877,
qwen35-27b,brutal-c,utf8_next,2,0.7,pass,34.87,748,
qwen35-27b,brutal-python,clone_graph,0,0.0,fail,11.74,238,TypeError: cannot use 'dict' as a dict key (unhashable type: 'dict')
qwen35-27b,brutal-python,clone_graph,1,0.7,fail,18.38,370,TypeError: cannot use 'dict' as a dict key (unhashable type: 'dict')
qwen35-27b,brutal-python,clone_graph,2,0.7,pass,16.76,345,TypeError: cannot use 'dict' as a dict key (unhashable type: 'dict')
qwen35-27b,brutal-python,path_glob,0,0.0,fail,57.09,1229,AssertionError
qwen35-27b,brutal-python,path_glob,1,0.7,truncated,193.25,4096,AssertionError
qwen35-27b,brutal-python,path_glob,2,0.7,fail,68.43,1437,AssertionError
qwen35-27b,ceval,atoi_strict,0,0.0,wrong_answer,13.64,290,"FAIL atoi_strict("" 12"") should fail"
qwen35-27b,ceval,atoi_strict,1,0.7,pass,17.27,378,"FAIL atoi_strict("" 12"") should fail"
qwen35-27b,ceval,atoi_strict,2,0.7,wrong_answer,12.65,273,"FAIL atoi_strict("" 12"") should fail"
qwen35-27b,ceval,binary_search,0,0.0,pass,8.24,159,
qwen35-27b,ceval,binary_search,1,0.7,pass,8.15,159,
qwen35-27b,ceval,binary_search,2,0.7,pass,7.23,136,
qwen35-27b,ceval,bswap32,0,0.0,pass,6.03,120,
qwen35-27b,ceval,bswap32,1,0.7,pass,5.97,120,
qwen35-27b,ceval,bswap32,2,0.7,pass,5.87,120,
qwen35-27b,ceval,cmp_desc,0,0.0,wrong_answer,5.51,110,FAIL sorted[0]=-2147483648 want 2147483647
qwen35-27b,ceval,cmp_desc,1,0.7,wrong_answer,5.27,110,FAIL sorted[0]=-2147483648 want 2147483647
qwen35-27b,ceval,cmp_desc,2,0.7,pass,4.16,86,FAIL sorted[0]=-2147483648 want 2147483647
qwen35-27b,ceval,count_words,0,0.0,compile_error,6.71,122,"solution.c:7:14: error: use of undeclared identifier 'NULL'
    7 |     if (s == NULL) {
      |    "
qwen35-27b,ceval,count_words,1,0.7,compile_error,6.52,122,"solution.c:7:14: error: use of undeclared identifier 'NULL'
    7 |     if (s == NULL) {
      |    "
qwen35-27b,ceval,count_words,2,0.7,compile_error,6.1,119,"solution.c:7:14: error: use of undeclared identifier 'NULL'
    7 |     if (s == NULL) {
      |    "
qwen35-27b,ceval,fizzbuzz,0,0.0,pass,6.51,122,
qwen35-27b,ceval,fizzbuzz,1,0.7,pass,6.4,122,
qwen35-27b,ceval,fizzbuzz,2,0.7,pass,5.32,101,
qwen35-27b,ceval,is_prime,0,0.0,pass,5.88,109,
qwen35-27b,ceval,is_prime,1,0.7,pass,6.21,114,
qwen35-27b,ceval,is_prime,2,0.7,pass,6.79,127,
qwen35-27b,ceval,itoa,0,0.0,wrong_answer,12.24,240,"FAIL itoa(12345)=""123"" want ""12345"""
qwen35-27b,ceval,itoa,1,0.7,wrong_answer,17.36,346,"FAIL itoa(12345)=""123"" want ""12345"""
qwen35-27b,ceval,itoa,2,0.7,wrong_answer,41.07,849,"FAIL itoa(12345)=""123"" want ""12345"""
qwen35-27b,ceval,max_subarray,0,0.0,pass,6.94,127,
qwen35-27b,ceval,max_subarray,1,0.7,pass,6.36,125,
qwen35-27b,ceval,max_subarray,2,0.7,pass,6.46,124,
qwen35-27b,ceval,parse_csv_ints,0,0.0,pass,10.08,204,"solution.c:6:14: error: use of undeclared identifier 'NULL'
    6 |     if (s == NULL || out == NULL"
qwen35-27b,ceval,parse_csv_ints,1,0.7,compile_error,14.71,307,"solution.c:6:14: error: use of undeclared identifier 'NULL'
    6 |     if (s == NULL || out == NULL"
qwen35-27b,ceval,parse_csv_ints,2,0.7,compile_error,15.07,310,"solution.c:6:14: error: use of undeclared identifier 'NULL'
    6 |     if (s == NULL || out == NULL"
qwen35-27b,ceval,popcount,0,0.0,pass,7.55,150,FAIL popcount(4294967295)=56 want 32
qwen35-27b,ceval,popcount,1,0.7,pass,7.08,142,FAIL popcount(4294967295)=56 want 32
qwen35-27b,ceval,popcount,2,0.7,wrong_answer,8.19,163,FAIL popcount(4294967295)=56 want 32
qwen35-27b,ceval,reverse_string,0,0.0,wrong_answer,6.79,131,"solution.c:2:14: error: use of undeclared identifier 'NULL'
    2 |     if (s == NULL) return;
     "
qwen35-27b,ceval,reverse_string,1,0.7,wrong_answer,6.51,124,"solution.c:2:14: error: use of undeclared identifier 'NULL'
    2 |     if (s == NULL) return;
     "
qwen35-27b,ceval,reverse_string,2,0.7,compile_error,5.2,97,"solution.c:2:14: error: use of undeclared identifier 'NULL'
    2 |     if (s == NULL) return;
     "
qwen35-27b,ceval,ring,0,0.0,pass,10.46,215,
qwen35-27b,ceval,ring,1,0.7,pass,10.49,221,
qwen35-27b,ceval,ring,2,0.7,pass,9.92,207,
qwen35-27b,ceval,rot13,0,0.0,pass,5.12,95,
qwen35-27b,ceval,rot13,1,0.7,pass,5.0,98,
qwen35-27b,ceval,rot13,2,0.7,pass,4.78,95,
qwen35-27b,ceval,stack,0,0.0,pass,7.67,157,
qwen35-27b,ceval,stack,1,0.7,pass,7.68,156,
qwen35-27b,ceval,stack,2,0.7,pass,7.69,157,
qwen35-27b,ceval,trim,0,0.0,compile_error,7.2,150,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL) return;
     "
qwen35-27b,ceval,trim,1,0.7,compile_error,8.12,168,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL) return;
     "
qwen35-27b,ceval,trim,2,0.7,compile_error,8.59,180,"solution.c:4:14: error: use of undeclared identifier 'NULL'
    4 |     if (s == NULL) return;
     "
qwen35-27b,chard,csv_field,0,0.0,truncated,46.03,1024,hit the 1024-token cap
qwen35-27b,chard,csv_field,1,0.7,wrong_answer,31.66,703,hit the 1024-token cap
qwen35-27b,chard,csv_field,2,0.7,wrong_answer,41.58,933,hit the 1024-token cap
qwen35-27b,chard,glob_match,0,0.0,pass,9.55,205,
qwen35-27b,chard,glob_match,1,0.7,pass,9.72,208,
qwen35-27b,chard,glob_match,2,0.7,wrong_answer,9.72,207,
qwen35-27b,chard,rpn_eval,0,0.0,pass,11.45,250,
qwen35-27b,chard,rpn_eval,1,0.7,pass,15.09,330,
qwen35-27b,chard,rpn_eval,2,0.7,pass,14.92,329,
qwen35-27b,pyhard,json_diff,0,0.0,pass,11.85,247,
qwen35-27b,pyhard,json_diff,1,0.7,pass,9.11,200,
qwen35-27b,pyhard,json_diff,2,0.7,pass,9.49,209,
qwen35-27b,pyhard,lru_cache,0,0.0,pass,19.03,419,AssertionError
qwen35-27b,pyhard,lru_cache,1,0.7,fail,22.15,490,AssertionError
qwen35-27b,pyhard,lru_cache,2,0.7,pass,7.61,165,AssertionError
qwen35-27b,pyhard,topological_sort,0,0.0,pass,12.54,280,
qwen35-27b,pyhard,topological_sort,1,0.7,pass,12.18,269,
qwen35-27b,pyhard,topological_sort,2,0.7,pass,12.92,287,
qwen35-27b,python,csv_column_sum,0,0.0,pass,4.03,83,
qwen35-27b,python,csv_column_sum,1,0.7,pass,3.99,83,
qwen35-27b,python,csv_column_sum,2,0.7,pass,4.94,104,
qwen35-27b,python,deep_get,0,0.0,pass,3.49,71,
qwen35-27b,python,deep_get,1,0.7,pass,3.29,67,
qwen35-27b,python,deep_get,2,0.7,pass,3.32,67,
qwen35-27b,python,flatten,0,0.0,pass,2.32,50,
qwen35-27b,python,flatten,1,0.7,pass,2.57,50,
qwen35-27b,python,flatten,2,0.7,pass,2.53,50,
qwen35-27b,python,is_valid_ipv4,0,0.0,pass,5.69,121,
